author	total	models	training	safety	memory	vision	voice	other	scholar_url	affiliation	citations
Sanjay Bhat	1	0	0	0	0	0	0	1			
Sanjay Chawla	1	1	0	0	0	0	0	0			
Sanjay Kariyappa	1	1	0	0	0	0	0	0			
Sanjay Lall	1	0	0	1	0	0	0	0			
Sanjay Subramanian	1	0	0	0	0	1	0	0			
Sanjoy Dasgupta	1	0	0	0	0	0	0	1			
Sanne Waveren	1	0	0	0	0	0	0	1			
Sanqiang Zhao	1	0	0	1	0	0	0	0			
Santhosh Kasa	1	0	0	1	0	0	0	0			
Santiago Balseiro	1	0	0	0	0	0	0	1			
Santiago Cortes-Gomez	1	0	0	0	0	0	0	1			
Santiago Miret	1	0	0	0	0	1	0	0			
Santiago Yeomans	1	0	0	0	0	1	0	0			
Sanyam Agarwal	1	0	0	1	0	0	0	0			
Sanyam Kapoor	1	1	0	0	0	0	0	0			
Sanyuan Chen	1	0	0	0	0	0	1	0			
Saptarashmi Bandyopadhyay	1	0	0	1	0	0	0	0			
Saptarshi Roy	1	1	0	0	0	0	0	0			
Sara Ahmadian	1	0	0	1	0	0	0	0			
Sara Beery	1	0	0	0	0	0	0	1			
Sara Hooker	1	0	0	0	0	0	0	1			
Sara Mcallister	1	0	0	0	1	0	0	0			
Sarah Bechtle	1	1	0	0	0	0	0	0			
Sarah Dean	1	0	0	0	0	0	0	1			
Sarah Schwettmann	1	0	0	1	0	0	0	0			
Saransh Sharma	1	0	1	0	0	0	0	0			
Sarath Shekkizhar	1	0	0	1	0	0	0	0			
Sarathkrishna Swaminathan	1	0	0	0	1	0	0	0			
Sarkar Das	1	0	1	0	0	0	0	0			
Sarp Aykent	1	1	0	0	0	0	0	0			
Sasha Doubov	1	1	0	0	0	0	0	0			
Sasha Luccioni	1	0	0	0	0	0	0	1			
Sashrika Pandey	1	1	0	0	0	0	0	0			
Sassan Saatchi	1	0	0	0	0	0	0	1			
Saswat Das	1	0	1	0	0	0	0	0			
Sathish Indurthi	1	0	0	1	0	0	0	0			
Sathwik Madhusudhan	1	0	0	0	0	0	0	1			
Satoki Ishikawa	1	0	1	0	0	0	0	0			
Sattar Vakili	1	0	0	0	0	0	0	1			
Satwik Bhattamishra	1	1	0	0	0	0	0	0			
Satyam Singh	1	1	0	0	0	0	0	0			
Satyapriya Krishna	1	0	0	0	0	0	0	1			
Satyen Kale	1	0	1	0	0	0	0	0			
Satyen Subramaniam	1	0	0	0	0	0	0	1			
Saujas Vaduguru	1	0	0	0	0	0	1	0			
Saul Santos	1	0	0	0	1	0	0	0			
Saumitra Mishra	1	1	0	0	0	0	0	0			
Saurabh Agarwal	1	1	0	0	0	0	0	0			
Saurabh Garg	1	0	0	0	0	1	0	0			
Saurabh Mishra	1	0	1	0	0	0	0	0			
Saurabh Saxena	1	0	0	0	0	1	0	0			
Saurav Muralidharan	1	0	0	0	1	0	0	0			
Savelii Chezhegov	1	0	0	0	0	0	0	1			
Saverio Salzo	1	1	0	0	0	0	0	0			
Sayak Chowdhury	1	0	1	0	0	0	0	0			
Sayanta Adhikari	1	0	1	0	0	0	0	0			
Sayash Kapoor	1	0	0	0	0	1	0	0			
Sayed Hatefi	1	1	0	0	0	0	0	0			
Scott Emmons	1	0	0	0	0	1	0	0			
Scott Geng	1	1	0	0	0	0	0	0			
Scott Linderman	1	0	0	0	1	0	0	0			
Scott Ogden	1	0	1	0	0	0	0	0			
Scott Reed	1	0	1	0	0	0	0	0			
Sean Kirmani	1	0	0	0	0	1	0	0			
Sean Lie	1	0	0	0	0	0	0	1			
Sean Mccurdy	1	0	0	0	1	0	0	0			
Sean O'brien	1	0	0	0	1	0	0	0			
Seanie Lee	1	1	0	0	0	0	0	0			
Sebastia Gari	1	0	0	0	0	0	1	0			
Sebastian Goldt	1	0	1	0	0	0	0	0			
Sebastian Gruber	1	1	0	0	0	0	0	0			
Sebastian Lapuschkin	1	1	0	0	0	0	0	0			
Sebastian Lehner	1	0	0	0	0	1	0	0			
Sebastian Nowozin	1	0	1	0	0	0	0	0			
Sebastian Sanokowski	1	0	0	0	0	1	0	0			
Sebastian Schmon	1	1	0	0	0	0	0	0			
Sebastian Schulze	1	0	1	0	0	0	0	0			
Sebastian Thrun	1	1	0	0	0	0	0	0			
See Lee	1	1	0	0	0	0	0	0			
Sehoon Kim	1	0	0	0	0	0	0	1			
Sehyun Hwang	1	0	0	0	0	1	0	0			
Sejun Park	1	1	0	0	0	0	0	0			
Sekhar Tatikonda	1	0	1	0	0	0	0	0			
Selena Wang	1	1	0	0	0	0	0	0			
Semih Cantürk	1	0	0	0	0	1	0	0			
Semon Rezchikov	1	0	0	0	0	1	0	0			
Sen Cui	1	0	0	0	0	0	0	1			
Sen Fan	1	0	0	0	0	1	0	0			
Sen Li	1	0	0	0	0	1	0	0			
Sen Song	1	0	0	0	0	0	0	1			
Senlin Yi	1	0	0	0	0	1	0	0			
Senmiao Wang	1	1	0	0	0	0	0	0			
Sensho Nobe	1	0	0	0	0	0	0	1			
Seohyeon Jung	1	0	0	0	0	1	0	0			
Seok-ju Hahn	1	0	1	0	0	0	0	0			
Seokjun Kang	1	0	0	0	0	0	0	1			
Seonghyeon Kim	1	0	0	0	0	1	0	0			
Seongjin Hwang	1	0	1	0	0	0	0	0			
Seongmin Kim	1	0	0	0	0	0	0	1			
Seongyun Seo	1	0	0	1	0	0	0	0			
Sepehr Ghobadi	1	0	0	0	0	1	0	0			
Sepideh Mahabadi	1	0	0	0	0	1	0	0			
Serena Yeung-Levy	1	0	0	0	0	1	0	0			
Sergei Kholkin	1	0	0	0	0	1	0	0			
Sergei Kotelnikov	1	0	0	0	0	1	0	0			
Sergei Tilga	1	0	0	0	0	1	0	0			
Sergey Kolesnikov	1	1	0	0	0	0	0	0			
Sergey Yekhanin	1	0	0	0	0	1	0	0			
Sergio Colmenarejo	1	1	0	0	0	0	0	0			
Sergio Ordoñez	1	0	0	0	1	0	0	0			
Sergiy Zhuk	1	1	0	0	0	0	0	0			
Serguei Barannikov	1	0	0	0	0	0	0	1			
Sergul Aydore	1	0	0	0	0	1	0	0			
Serina Chang	1	0	0	0	0	0	0	1			
Setareh Cohan	1	1	0	0	0	0	0	0			
Setareh Dabiri	1	1	0	0	0	0	0	0			
Seth Lazar	1	0	0	0	0	1	0	0			
Seth Nabarro	1	0	0	0	0	1	0	0			
Seul Lee	1	1	0	0	0	0	0	0			
Seung-hoon Na	1	0	0	0	1	0	0	0			
Seungbeom Hong	1	0	0	0	0	0	0	1			
Seungeon Kim	1	0	0	0	0	1	0	0			
Seunghyun Kim	1	0	0	0	0	1	0	0			
Seungki Min	1	0	0	0	0	0	0	1			
Seungpil Won	1	0	0	0	1	0	0	0			
Seungryong Kim	1	0	0	0	1	0	0	0			
Seungwon Oh	1	0	1	0	0	0	0	0			
Seungwook Han	1	0	1	0	0	0	0	0			
Seungyeon Kim	1	1	0	0	0	0	0	0			
Sewon Min	1	0	0	0	0	0	0	1			
Seyed Asghari	1	0	0	0	0	0	0	1			
Seyed Azimi	1	0	0	0	0	1	0	0			
Seyed Ghasemipour	1	0	1	0	0	0	0	0			
Seyed Mirzadeh	1	0	0	0	0	0	0	1			
Shaghayegh Fazliani	1	0	1	0	0	0	0	0			
Shahab Azarfar	1	1	0	0	0	0	0	0			
Shahab Basiri	1	1	0	0	0	0	0	0			
Shahaf Bassan	1	0	0	1	0	0	0	0			
Shahin Shahrampour	1	1	0	0	0	0	0	0			
Shahine Bouabid	1	0	0	0	0	0	0	1			
Shahrzad Haddadan	1	0	0	0	0	0	0	1			
Shamit Lal	1	0	0	0	0	1	0	0			
Shan Jiang	1	0	0	0	0	0	0	1			
Shana Moothedath	1	1	0	0	0	0	0	0			
Shanbao Qiao	1	0	0	0	1	0	0	0			
Shandian Zhe	1	0	0	1	0	0	0	0			
Shane Legg	1	0	0	0	0	0	0	1			
Shang Sim	1	0	0	0	1	0	0	0			
Shang-fu Chen	1	0	0	0	0	1	0	0			
Shang-wei Lin	1	1	0	0	0	0	0	0			
Shangda Yang	1	1	0	0	0	0	0	0			
Shanglin Lei	1	0	0	0	0	1	0	0			
Shanglin Yang	1	0	1	0	0	0	0	0			
Shangling Jui	1	0	0	0	1	0	0	0			
Shangqian Gao	1	0	1	0	0	0	0	0			
Shangsong Liang	1	0	0	0	0	0	0	1			
Shangzhe Di	1	0	0	0	0	1	0	0			
Shangzhi Zeng	1	1	0	0	0	0	0	0			
Shanka Mondal	1	0	0	0	0	1	0	0			
Shanqi Liu	1	0	0	0	0	0	0	1			
Shansan Gong	1	1	0	0	0	0	0	0			
Shanshan Feng	1	1	0	0	0	0	0	0			
Shanshan Han	1	0	0	1	0	0	0	0			
Shanshan Luo	1	0	0	0	0	0	0	1			
Shantanu Jaiswal	1	1	0	0	0	0	0	0			
Shaofei Cai	1	0	0	0	0	1	0	0			
Shaofei Shen	1	0	0	0	0	0	0	1			
Shaohui Li	1	0	0	0	0	1	0	0			
Shaojun Wang	1	0	0	0	0	0	1	0			
Shaokui Wei	1	0	0	1	0	0	0	0			
Shaolei Ren	1	0	0	0	0	0	0	1			
Shaoming Wang	1	0	0	0	0	1	0	0			
Shaona Cheng	1	0	0	1	0	0	0	0			
Shaoru Chen	1	1	0	0	0	0	0	0			
Shaowen Wang	1	0	1	0	0	0	0	0			
Shaoze Fan	1	0	0	1	0	0	0	0			
Sharan Vaswani	1	0	1	0	0	0	0	0			
Sharath Raghvendra	1	1	0	0	0	0	0	0			
Sharon-lise Normand	1	0	0	0	0	0	0	1			
Sharvaa Selvan	1	0	0	1	0	0	0	0			
Shashank Agnihotri	1	0	0	1	0	0	0	0			
Shashank Hegde	1	0	0	0	0	1	0	0			
Shashank Kirtania	1	0	0	0	1	0	0	0			
Shashank Ojha	1	0	0	0	0	0	1	0			
Shashank Rajput	1	1	0	0	0	0	0	0			
Shashidhar Javaji	1	0	0	0	0	0	0	1			
Shashwat Singh	1	0	0	0	0	0	0	1			
Shatadal Mishra	1	0	0	1	0	0	0	0			
Shauli Ravfogel	1	0	0	0	0	0	0	1			
Shay Vargaftik	1	0	1	0	0	0	0	0			
Shayan Karimi	1	1	0	0	0	0	0	0			
Shayan Kiyani	1	0	1	0	0	0	0	0			
Shayegan Omidshafiei	1	0	1	0	0	0	0	0			
Shayok Chakraborty	1	0	0	0	0	0	0	1			
Shehzeen Hussain	1	0	0	0	0	0	1	0			
Shelby Heinecke	1	0	0	0	0	0	0	1			
Sheldon Andrews	1	0	0	0	1	0	0	0			
Shell Hu	1	0	1	0	0	0	0	0			
Shen Li	1	1	0	0	0	0	0	0			
Shen Yan	1	0	0	0	0	1	0	0			
Sheng Jin	1	0	0	0	0	1	0	0			
Sheng Li	1	0	0	1	0	0	0	0			
Sheng Zha	1	0	1	0	0	0	0	0			
Sheng-chieh Lin	1	0	0	0	0	0	0	1			
Shengbo Gong	1	1	0	0	0	0	0	0			
Shengchao Hu	1	0	1	0	0	0	0	0			
Shengchao Liu	1	0	1	0	0	0	0	0			
Shengchuan Zhang	1	0	0	0	0	1	0	0			
Shengdian Jiang	1	0	0	0	0	0	0	1			
Shengding Hu	1	0	1	0	0	0	0	0			
Shengjie Zhao	1	0	0	1	0	0	0	0			
Shengjun Tang	1	0	0	0	0	1	0	0			
Shengmin Jiang	1	0	0	0	0	0	1	0			
Shengming Yin	1	0	0	0	0	1	0	0			
Shengping Zhang	1	0	0	0	0	1	0	0			
Shengran Hu	1	0	0	1	0	0	0	0			
Shengsheng Lin	1	0	0	0	0	0	0	1			
Shengxian Zhao	1	0	0	0	0	1	0	0			
Shengyang Zhou	1	0	1	0	0	0	0	0			
Shengyao Lu	1	1	0	0	0	0	0	0			
Shengyi Jiang	1	0	0	0	0	1	0	0			
Shengyuan Pang	1	0	0	0	0	1	0	0			
Shengzhe Xu	1	0	0	0	0	0	0	1			
Shenhan Zhu	1	1	0	0	0	0	0	0			
Shenlong Wang	1	0	0	0	0	1	0	0			
Shentao Qin	1	0	0	1	0	0	0	0			
Shenzhi Yang	1	1	0	0	0	0	0	0			
Sheryl Hsu	1	0	1	0	0	0	0	0			
Sheza Munir	1	0	0	1	0	0	0	0			
Shi Jie	1	0	0	0	1	0	0	0			
Shi Li	1	0	0	0	0	0	0	1			
Shi-ang Qi	1	0	0	0	0	0	0	1			
Shi-sheng Huang	1	0	0	0	0	1	0	0			
Shibo Chen	1	0	0	0	0	0	0	1			
Shibo Jie	1	0	0	0	1	0	0	0			
Shichen Liao	1	0	0	1	0	0	0	0			
Shifeng Zhang	1	0	1	0	0	0	0	0			
Shiguang Shan	1	0	0	0	0	0	1	0			
Shih-hsin Wang	1	0	0	0	0	1	0	0			
Shih-ying Yeh	1	0	0	0	0	1	0	0			
Shihan Dou	1	0	1	0	0	0	0	0			
Shihang Feng	1	0	0	0	0	0	1	0			
Shihao Yang	1	1	0	0	0	0	0	0			
Shihong Song	1	1	0	0	0	0	0	0			
Shihua Huang	1	0	0	1	0	0	0	0			
Shiji Zhou	1	0	0	0	0	0	0	1			
Shijie Geng	1	0	0	0	0	1	0	0			
Shijie Lian	1	0	0	0	0	1	0	0			
Shijie Liu	1	0	0	1	0	0	0	0			
Shijie Xu	1	0	1	0	0	0	0	0			
Shijin Wang	1	0	1	0	0	0	0	0			
Shikai Fang	1	0	0	1	0	0	0	0			
Shikhar Murty	1	0	0	0	0	0	0	1			
Shikhar Saxena	1	0	1	0	0	0	0	0			
Shikuan Hong	1	0	0	0	1	0	0	0			
Shilei Wen	1	0	0	0	0	1	0	0			
Shili Wu	1	0	1	0	0	0	0	0			
Shiliang Sun	1	0	0	0	0	0	0	1			
Shilin He	1	0	0	0	0	0	0	1			
Shilin Zhang	1	0	0	0	0	1	0	0			
Shilong Yuan	1	1	0	0	0	0	0	0			
Shima Alizadeh	1	1	0	0	0	0	0	0			
Shiming Ge	1	1	0	0	0	0	0	0			
Shinichi Nakajima	1	0	0	0	0	0	0	1			
Shinji Ito	1	0	0	1	0	0	0	0			
Shiping Dong	1	0	1	0	0	0	0	0			
Shiqiang Zhang	1	1	0	0	0	0	0	0			
Shira Lifshitz	1	1	0	0	0	0	0	0			
Shirin Jalali	1	0	0	0	0	1	0	0			
Shirin Shoushtari	1	0	0	0	0	1	0	0			
Shirley Kokane	1	0	0	0	0	0	0	1			
Shiry Ginosar	1	0	0	0	0	1	0	0			
Shitian Zhao	1	0	0	0	0	1	0	0			
Shiv Shankar	1	0	0	0	0	0	0	1			
Shiva Marepally	1	0	0	0	0	0	1	0			
Shivakanth Sujit	1	1	0	0	0	0	0	0			
Shivam Bhardwaj	1	0	0	1	0	0	0	0			
Shivam Gupta	1	0	0	0	0	1	0	0			
Shivanshu Gupta	1	0	1	0	0	0	0	0			
Shivaram Venkataraman	1	1	0	0	0	0	0	0			
Shivchander Sudalairaj	1	0	1	0	0	0	0	0			
Shiwei Feng	1	0	0	0	0	1	0	0			
Shiwei Li	1	0	1	0	0	0	0	0			
Shiwei Tan	1	0	0	0	0	1	0	0			
Shiweixu	1	0	0	0	0	0	1	0			
Shiyan Du	1	0	0	0	0	1	0	0			
Shiyang Lai	1	0	0	0	0	0	0	1			
Shiye Su	1	1	0	0	0	0	0	0			
Shiyi Lan	1	0	0	0	0	1	0	0			
Shiyi Qi	1	0	0	0	0	0	0	1			
Shiyuan Peng	1	0	0	0	0	0	0	1			
Shiyue Hou	1	0	1	0	0	0	0	0			
Shiyue Zhang	1	1	0	0	0	0	0	0			
Shizhao Sun	1	0	1	0	0	0	0	0			
Shizhe Diao	1	1	0	0	0	0	0	0			
Shizhe Zhou	1	0	1	0	0	0	0	0			
Shlomi Dolev	1	0	0	0	0	1	0	0			
Shlomo Dubnov	1	0	0	0	0	0	1	0			
Shlomo Zilberstein	1	1	0	0	0	0	0	0			
Sho Yokoi	1	1	0	0	0	0	0	0			
Shoib Shourav	1	0	0	0	0	1	0	0			
Shoji Toyota	1	0	0	0	0	0	0	1			
Shomik Jain	1	0	0	0	0	0	0	1			
Shota Yasui	1	0	0	0	0	0	0	1			
Shouda Liu	1	0	1	0	0	0	0	0			
Shoufa Chen	1	0	0	0	0	1	0	0			
Shouhong Ding	1	0	1	0	0	0	0	0			
Shouxu Kuang	1	0	0	0	0	0	0	1			
Shravan Doda	1	0	0	0	0	0	0	1			
Shreshth Malik	1	0	0	1	0	0	0	0			
Shreyas Saxena	1	0	0	0	0	0	0	1			
Shrinidhi Kumbhar	1	0	0	0	0	1	0	0			
Shu Kong	1	0	0	0	0	1	0	0			
Shu Wang	1	0	0	0	0	0	0	1			
Shu Wei	1	0	0	0	0	0	0	1			
Shu Yang	1	0	0	0	0	0	0	1			
Shu Zhao	1	0	0	1	0	0	0	0			
Shu-tao Xia	1	1	0	0	0	0	0	0			
Shuai Fan	1	0	0	0	1	0	0	0			
Shuai Tang	1	0	0	0	0	1	0	0			
Shuai Xu	1	0	0	0	1	0	0	0			
Shuai Yang	1	0	0	0	0	1	0	0			
Shuaicheng Niu	1	0	0	0	1	0	0	0			
Shuaida He	1	0	1	0	0	0	0	0			
Shuaijie She	1	0	1	0	0	0	0	0			
Shuang Wei	1	0	0	0	0	0	0	1			
Shuang Wu	1	0	0	0	0	0	1	0			
Shuang Yang	1	0	0	0	0	0	1	0			
Shuangfei Zhai	1	0	0	0	0	1	0	0			
Shuangyong Song	1	0	1	0	0	0	0	0			
Shubhada Agrawal	1	0	0	1	0	0	0	0			
Shubhankar Agarwal	1	0	0	0	0	1	0	0			
Shubhendu Jena	1	0	0	0	0	1	0	0			
Shubho Sengupta	1	1	0	0	0	0	0	0			
Shuchao Bi	1	0	1	0	0	0	0	0			
Shuchen Xue	1	0	0	0	0	1	0	0			
Shufan Li	1	0	0	0	0	1	0	0			
Shuguo Jiang	1	0	1	0	0	0	0	0			
Shuhan Yuan	1	0	0	1	0	0	0	0			
Shuhan Zhang	1	0	0	1	0	0	0	0			
Shuhang Gu	1	0	0	0	0	1	0	0			
Shujie Liu	1	0	0	0	0	0	1	0			
Shujun Wang	1	1	0	0	0	0	0	0			
Shulan Ruan	1	1	0	0	0	0	0	0			
Shulin Cao	1	0	0	1	0	0	0	0			
Shun Liu	1	1	0	0	0	0	0	0			
Shun Zhang	1	0	0	1	0	0	0	0			
Shunhui Ji	1	0	0	0	0	1	0	0			
Shunlin Lu	1	0	0	0	0	0	0	1			
Shunxing Fan	1	0	0	0	0	0	0	1			
Shuo Li	1	0	0	1	0	0	0	0			
Shuo Tang	1	0	0	0	0	1	0	0			
Shuo Xie	1	0	1	0	0	0	0	0			
Shuo Yang	1	0	0	0	0	1	0	0			
Shuoyuan Wang	1	0	0	0	0	1	0	0			
Shuqi Ke	1	0	0	0	1	0	0	0			
Shuran Song	1	0	0	0	0	1	0	0			
Shurui Zhang	1	1	0	0	0	0	0	0			
Shusen Jing	1	0	1	0	0	0	0	0			
Shushan Wu	1	0	1	0	0	0	0	0			
Shusheng Xu	1	0	1	0	0	0	0	0			
Shuting Cui	1	1	0	0	0	0	0	0			
Shutong Ding	1	0	0	0	0	1	0	0			
Shuxin Zheng	1	1	0	0	0	0	0	0			
Shuxin Zhuang	1	0	0	0	0	0	0	1			
Shuya Yamazaki	1	1	0	0	0	0	0	0			
Shuyan Liu	1	0	1	0	0	0	0	0			
Shuyang Liu	1	1	0	0	0	0	0	0			
Shuyu Gan	1	0	0	0	0	1	0	0			
Shuyuan Wang	1	0	0	0	0	1	0	0			
Shuyue Hu	1	0	0	0	0	0	0	1			
Shuzhen Li	1	0	0	0	0	1	0	0			
Shyam Tailor	1	0	0	0	0	1	0	0			
Si Liu	1	0	1	0	0	0	0	0			
Si Zheng	1	0	0	0	0	0	0	1			
Si-hang Yang	1	0	1	0	0	0	0	0			
Si-hyeon Lee	1	0	0	0	0	1	0	0			
Siavash Ameli	1	0	0	0	0	0	0	1			
Sibylle Marcotte	1	0	1	0	0	0	0	0			
Sichao Liu	1	0	0	0	1	0	0	0			
Sichen Zhu	1	1	0	0	0	0	0	0			
Sicheng Dai	1	0	0	0	0	1	0	0			
Sicheng Yang	1	0	0	0	0	1	0	0			
Sicheng Yu	1	0	0	0	0	1	0	0			
Sicong Huang	1	1	0	0	0	0	0	0			
Sicong Jiang	1	0	0	0	0	1	0	0			
Sicong Li	1	1	0	0	0	0	0	0			
Siddarth Jain	1	0	0	0	0	1	0	0			
Siddhant Bhambri	1	0	0	0	0	1	0	0			
Siddhant Chaudhary	1	1	0	0	0	0	0	0			
Siddhant Dutta	1	0	1	0	0	0	0	0			
Siddhant Midha	1	0	0	1	0	0	0	0			
Siddhartha Chaudhuri	1	0	0	0	0	1	0	0			
Siddhartha Mishra	1	1	0	0	0	0	0	0			
Siddhartha Sen	1	0	0	1	0	0	0	0			
Sidharth Baskaran	1	0	0	1	0	0	0	0			
Sidharth Mudgal	1	0	0	0	0	0	0	1			
Sidi Lu	1	0	0	0	0	0	0	1			
Sifei Liu	1	0	0	0	0	1	0	0			
Sihao Shen	1	0	0	0	0	0	0	1			
Sihong He	1	0	1	0	0	0	0	0			
Sihui Dai	1	0	0	0	1	0	0	0			
Sihwan Park	1	0	0	0	0	1	0	0			
Siji Chen	1	0	0	1	0	0	0	0			
Sijia Liu	1	0	0	0	1	0	0	0			
Sikai Bai	1	0	0	1	0	0	0	0			
Silei Xu	1	0	0	1	0	0	0	0			
Silong Yong	1	0	0	0	0	1	0	0			
Silvia Sapora	1	0	0	0	0	0	0	1			
Silvia Villa	1	0	1	0	0	0	0	0			
Silvio Lattanzi	1	0	0	0	0	0	0	1			
Sima Noorani	1	0	0	0	0	0	0	1			
Simin Chen	1	0	1	0	0	0	0	0			
Simin Fan	1	0	1	0	0	0	0	0			
Simo Särkkä	1	0	0	0	0	0	0	1			
Simon Arberet	1	1	0	0	0	0	0	0			
Simon Buchholz	1	1	0	0	0	0	0	0			
Simon Dahan	1	0	0	0	0	1	0	0			
Simon Korman	1	0	1	0	0	0	0	0			
Simon Lacoste-Julien	1	0	1	0	0	0	0	0			
Simon Lucey	1	1	0	0	0	0	0	0			
Simon Mathis	1	0	0	0	0	1	0	0			
Simon Rappenecker	1	0	0	0	0	0	0	1			
Simone Palazzo	1	0	0	0	0	1	0	0			
Simone Scardapane	1	1	0	0	0	0	0	0			
Sina Semnani	1	0	0	0	0	0	0	1			
Siqi Cai	1	0	0	0	0	0	0	1			
Siqi Chai	1	0	0	0	0	1	0	0			
Siqi Du	1	0	0	0	0	1	0	0			
Siqi Fan	1	1	0	0	0	0	0	0			
Siqi Guo	1	0	0	0	0	1	0	0			
Siqi Kou	1	0	0	0	0	0	0	1			
Siqi Wang	1	1	0	0	0	0	0	0			
Siqiao Mu	1	1	0	0	0	0	0	0			
Sirani Perera	1	1	0	0	0	0	0	0			
Sirui Chen	1	0	0	1	0	0	0	0			
Sirui Lu	1	0	0	0	0	0	0	1			
Sirui Zheng	1	1	0	0	0	0	0	0			
Situo Zhang	1	0	0	0	1	0	0	0			
Siu Chau	1	0	0	0	0	0	0	1			
Siu Chung	1	0	0	0	0	0	0	1			
Siva Kasa	1	0	0	1	0	0	0	0			
Siva Maguluri	1	0	0	1	0	0	0	0			
Sivakanth Gopi	1	0	0	0	0	1	0	0			
Siwei Liu	1	0	0	0	0	0	0	1			
Siwei Lyu	1	0	0	0	0	1	0	0			
Siwei Wei	1	1	0	0	0	0	0	0			
Siyang Gao	1	0	0	1	0	0	0	0			
Siyu Liu	1	0	1	0	0	0	0	0			
Siyu Long	1	1	0	0	0	0	0	0			
Siyuan Du	1	0	0	0	0	0	0	1			
Siyuan Fang	1	0	0	1	0	0	0	0			
Siyuan Guo	1	0	0	0	0	0	0	1			
Siyuan Liu	1	0	1	0	0	0	0	0			
Siyuan Ma	1	0	0	1	0	0	0	0			
Siyuan Qiao	1	0	0	0	0	1	0	0			
Siyuan Zhuang	1	0	0	0	0	0	0	1			
Skanda Koppula	1	0	0	0	1	0	0	0			
Sky Qiu	1	1	0	0	0	0	0	0			
Slimane Thabet	1	1	0	0	0	0	0	0			
Slobodan Jenko	1	0	0	1	0	0	0	0			
Slobodan Mitrović	1	0	0	0	0	0	0	1			
Snir Hordan	1	1	0	0	0	0	0	0			
Soha Hassoun	1	1	0	0	0	0	0	0			
Sohail Dianat	1	1	0	0	0	0	0	0			
Soham Bhattacharjee	1	0	0	0	0	1	0	0			
Soham Dan	1	0	0	0	1	0	0	0			
Soham De	1	1	0	0	0	0	0	0			
Soheil Feizi	1	0	0	1	0	0	0	0			
Sohyun An	1	0	0	0	0	0	0	1			
Sokratis Trifinopoulos	1	0	0	1	0	0	0	0			
Som Sagar	1	0	0	0	0	1	0	0			
Somayeh Sojoudi	1	0	1	0	0	0	0	0			
Son Nguyen	1	0	1	0	0	0	0	0			
Sonal Kumar	1	0	1	0	0	0	0	0			
Song Duong	1	0	0	1	0	0	0	0			
Song Gao	1	0	0	0	0	0	0	1			
Song Kang	1	1	0	0	0	0	0	0			
Song Lai	1	0	0	0	0	0	0	1			
Song Liu	1	1	0	0	0	0	0	0			
Song Tang	1	0	0	0	0	1	0	0			
Song Wang	1	0	0	0	0	0	0	1			
Song-lin Lv	1	0	0	0	0	1	0	0			
Songhe Feng	1	0	1	0	0	0	0	0			
Songhua He	1	0	0	0	0	0	0	1			
Songhua Liu	1	0	0	1	0	0	0	0			
Songxiang Liu	1	0	0	0	0	0	1	0			
Songyang Gao	1	0	1	0	0	0	0	0			
Songyang Zhang	1	0	1	0	0	0	0	0			
Songze Li	1	0	0	0	0	0	0	1			
Soo-hyun Choi	1	0	1	0	0	0	0	0			
Soochan Lee	1	0	1	0	0	0	0	0			
Sooel Son	1	0	0	0	0	1	0	0			
Sooyung Choi	1	0	0	1	0	0	0	0			
Sopan Khosla	1	0	0	0	0	0	0	1			
Sophia Sanborn	1	0	0	0	0	1	0	0			
Soroush Nasiriany	1	0	0	0	0	1	0	0			
Soroush Tabesh	1	0	1	0	0	0	0	0			
Soroush Zargarbashi	1	0	0	1	0	0	0	0			
Soufiane Hayou	1	0	1	0	0	0	0	0			
Soumith Chintala	1	1	0	0	0	0	0	0			
Soumya Basu	1	0	0	0	1	0	0	0			
Soumya Ghosal	1	0	1	0	0	0	0	0			
Soumyabrata Pal	1	0	1	0	0	0	0	0			
Soumyasundar Pal	1	1	0	0	0	0	0	0			
Sourav Pal	1	0	0	0	0	1	0	0			
Souvik Dhara	1	1	0	0	0	0	0	0			
Souvik Kundu	1	0	0	0	0	1	0	0			
Spandan Pyakurel	1	0	0	0	0	0	0	1			
Spencer Frei	1	1	0	0	0	0	0	0			
Sravan Bodapati	1	0	0	1	0	0	0	0			
Sravanthi Gurugubelli	1	1	0	0	0	0	0	0			
Sree Nelaturu	1	0	0	0	0	0	0	1			
Sreyan Ghosh	1	0	1	0	0	0	0	0			
Srija Anand	1	0	0	0	0	0	1	0			
Srikanth Malla	1	1	0	0	0	0	0	0			
Srikar Katta	1	0	0	0	0	0	0	1			
Srinadh Bhojanapalli	1	1	0	0	0	0	0	0			
Srinath Mahankali	1	1	0	0	0	0	0	0			
Srinivas	1	0	0	0	0	1	0	0			
Sriram Rajamani	1	0	0	0	1	0	0	0			
Sriram Subramanian	1	0	0	0	0	0	0	1			
Srutarshi Banerjee	1	0	0	0	0	1	0	0			
Stan Uryasev	1	0	1	0	0	0	0	0			
Stanislav Fort	1	0	0	1	0	0	0	0			
Stav Belogolovsky	1	0	0	0	0	1	0	0			
Stefan Baumann	1	0	0	0	0	1	0	0			
Stefan Bechtold	1	1	0	0	0	0	0	0			
Stefan Falkner	1	0	1	0	0	0	0	0			
Stefan Harmeling	1	0	0	0	0	1	0	0			
Stefan Horoi	1	0	1	0	0	0	0	0			
Stefan Kolek	1	0	0	1	0	0	0	0			
Stefan Kühn	1	0	0	0	0	0	0	1			
